                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                 0.6378,                0.38072,                  1.087,                0.71443,                0.43707,                 1.1245,                0.92612,                0.96341,                0.96901,                0.68437,                 1.0936,                0.51758,                 1.7388,                 1.0883,                0.61953,                 1.7211,              0.0037828,              0.0037828,              0.0037828
                    317,                0.63451,                0.37645,                 1.0719,                0.70278,                0.43402,                 1.1068,                0.88762,                0.98171,                0.96178,                0.67376,                 1.0997,                0.50224,                 1.7595,                 1.0882,                0.59698,                  1.745,               0.003763,               0.003763,               0.003763
                    318,                 0.6421,                0.37664,                 1.0763,                0.71842,                0.41723,                 1.1169,                0.88345,                0.98171,                0.95818,                0.67646,                 1.0995,                0.50334,                  1.765,                 1.0914,                0.58671,                 1.7417,              0.0037432,              0.0037432,              0.0037432
                    319,                0.64287,                0.38009,                 1.0795,                0.70227,                0.41746,                 1.1143,                0.90271,                0.97561,                0.96731,                0.67785,                 1.1018,                0.50075,                 1.7735,                 1.0849,                0.59874,                 1.7488,              0.0037234,              0.0037234,              0.0037234
                    320,                0.62365,                0.36726,                 1.0584,                0.69081,                0.39474,                 1.0926,                0.92355,                0.95757,                0.97111,                0.67152,                 1.1034,                0.49716,                 1.7763,                  1.094,                0.58242,                 1.7592,              0.0037036,              0.0037036,              0.0037036
                    321,                0.63556,                0.37685,                 1.0665,                0.70405,                 0.4208,                 1.1025,                0.93206,                0.97561,                0.97447,                0.67491,                 1.1075,                0.49746,                  1.803,                 1.1058,                0.58143,                 1.7906,              0.0036838,              0.0036838,              0.0036838
                    322,                0.64467,                  0.382,                 1.0769,                0.71212,                 0.4372,                 1.1101,                 0.9294,                0.96951,                 0.9765,                0.68101,                 1.1038,                0.50084,                 1.7953,                  1.106,                0.60706,                 1.7798,               0.003664,               0.003664,               0.003664
                    323,                0.63377,                 0.3804,                 1.0673,                0.70636,                0.43362,                  1.108,                0.93461,                0.95861,                0.97804,                0.67706,                 1.1099,                0.49299,                 1.8087,                 1.1083,                0.58325,                 1.7925,              0.0036442,              0.0036442,              0.0036442
                    324,                0.63093,                0.37136,                 1.0668,                0.69144,                0.42156,                 1.0989,                0.92394,                0.96292,                0.97482,                0.67121,                  1.113,                0.50946,                 1.8109,                  1.114,                0.60888,                 1.7983,              0.0036244,              0.0036244,              0.0036244
                    325,                0.63625,                0.37277,                 1.0722,                0.71165,                 0.4244,                 1.1081,                0.92934,                0.98171,                0.97398,                0.67755,                 1.1101,                0.52641,                 1.8161,                 1.1055,                0.61776,                 1.7951,              0.0036046,              0.0036046,              0.0036046
                    326,                0.63267,                0.37428,                 1.0663,                0.69989,                0.42969,                 1.0999,                0.91941,                0.97384,                0.97718,                0.68584,                 1.1036,                0.51447,                 1.7986,                 1.0918,                0.60349,                 1.7764,              0.0035848,              0.0035848,              0.0035848
                    327,                0.62411,                0.36966,                 1.0643,                0.69469,                0.39717,                 1.1013,                0.93132,                0.93902,                0.97107,                0.68597,                 1.1021,                0.50683,                 1.7914,                 1.0895,                0.60829,                 1.7681,               0.003565,               0.003565,               0.003565
                    328,                0.61439,                0.36523,                 1.0432,                0.67966,                0.40251,                 1.0769,                0.92287,                0.96341,                 0.9761,                0.68998,                 1.1068,                0.50054,                 1.7969,                 1.1106,                0.58638,                 1.7838,              0.0035452,              0.0035452,              0.0035452
                    329,                0.62875,                0.37323,                 1.0647,                0.69424,                0.41146,                 1.0986,                0.92656,                0.95122,                0.97444,                0.68279,                 1.1088,                0.49851,                 1.8037,                 1.1116,                0.58612,                 1.7882,              0.0035254,              0.0035254,              0.0035254
                    330,                0.63119,                0.37005,                 1.0668,                0.70337,                0.41894,                 1.1061,                 0.9027,                0.96951,                0.97558,                0.68089,                 1.1049,                0.49843,                 1.7983,                  1.099,                0.59645,                 1.7749,              0.0035056,              0.0035056,              0.0035056
                    331,                0.61946,                0.36701,                 1.0628,                0.68837,                0.39305,                 1.1005,                0.92421,                0.96951,                0.97702,                0.67682,                 1.1035,                0.49575,                 1.7906,                 1.1006,                0.58322,                 1.7763,              0.0034858,              0.0034858,              0.0034858
                    332,                 0.6289,                0.38137,                 1.0631,                0.70245,                0.42169,                 1.1009,                0.91852,                0.94512,                0.97374,                0.67526,                 1.1135,                0.50021,                 1.8073,                 1.1078,                0.62554,                  1.789,               0.003466,               0.003466,               0.003466
                    333,                0.61588,                0.36839,                 1.0551,                0.67856,                0.41855,                 1.0899,                0.93127,                0.95122,                0.97125,                0.67671,                 1.1061,                0.49585,                 1.7976,                 1.0964,                0.59388,                 1.7717,              0.0034462,              0.0034462,              0.0034462
                    334,                 0.6173,                0.37572,                 1.0659,                0.69523,                0.42385,                 1.1037,                0.92447,                0.95122,                0.97004,                0.67476,                 1.0859,                0.49934,                  1.784,                 1.0919,                0.58583,                 1.7759,              0.0034264,              0.0034264,              0.0034264
                    335,                0.61071,                0.37127,                 1.0518,                0.68686,                0.43029,                 1.0895,                0.91232,                0.95171,                0.97036,                0.67785,                 1.0887,                0.50389,                 1.7873,                 1.0916,                0.61173,                 1.7714,              0.0034066,              0.0034066,              0.0034066
                    336,                 0.6132,                0.36846,                 1.0532,                0.68741,                0.41343,                 1.0896,                0.88357,                0.97178,                0.96564,                0.67932,                 1.0946,                0.53216,                 1.7989,                  1.096,                0.68261,                 1.7895,              0.0033868,              0.0033868,              0.0033868
                    337,                0.61325,                0.37546,                 1.0513,                0.68296,                0.42284,                 1.0878,                0.91364,                 0.9676,                0.97044,                0.68632,                 1.0914,                0.53842,                 1.7862,                 1.0848,                0.69049,                 1.7715,               0.003367,               0.003367,               0.003367
                    338,                0.60911,                0.35856,                 1.0578,                0.68203,                 0.3841,                 1.0954,                0.89524,                 0.9939,                0.96651,                0.68063,                  1.081,                0.52367,                 1.7577,                 1.0793,                0.64539,                 1.7473,              0.0033472,              0.0033472,              0.0033472
                    339,                0.62157,                0.37291,                 1.0622,                0.69078,                0.42218,                 1.0998,                0.89425,                 0.9939,                0.96864,                0.68078,                 1.0915,                0.51534,                 1.7809,                 1.0893,                0.62375,                 1.7638,              0.0033274,              0.0033274,              0.0033274
                    340,                0.59649,                0.35177,                 1.0419,                0.66729,                0.38687,                 1.0789,                0.89227,                 0.9939,                0.96464,                0.67982,                 1.0905,                0.51064,                 1.7872,                 1.0911,                0.62957,                 1.7703,              0.0033076,              0.0033076,              0.0033076
                    341,                0.60081,                0.35921,                   1.04,                0.66525,                0.39955,                 1.0761,                0.89978,                0.98537,                0.96783,                0.67425,                 1.1004,                 0.5304,                 1.8038,                  1.098,                 0.6591,                 1.7833,              0.0032878,              0.0032878,              0.0032878
                    342,                0.60972,                0.36952,                 1.0597,                 0.6854,                0.41089,                 1.1006,                0.89554,                0.99322,                0.96692,                0.67205,                 1.1113,                0.53473,                 1.8152,                 1.1011,                0.66742,                 1.7853,               0.003268,               0.003268,               0.003268
                    343,                0.61981,                0.35639,                 1.0601,                 0.6904,                0.38662,                 1.0967,                0.89985,                 0.9862,                0.97377,                0.68012,                 1.1117,                0.52919,                 1.8073,                 1.1079,                 0.6233,                 1.7772,              0.0032482,              0.0032482,              0.0032482
                    344,                0.58462,                0.34564,                 1.0344,                0.65213,                 0.3873,                 1.0689,                 0.8837,                 0.9878,                0.95893,                  0.678,                 1.1065,                0.53237,                 1.7953,                 1.1084,                0.62336,                 1.7772,              0.0032284,              0.0032284,              0.0032284
                    345,                0.60788,                0.35231,                 1.0405,                0.67209,                0.37432,                 1.0762,                0.88523,                 0.9878,                0.96995,                0.67291,                 1.1067,                0.54131,                 1.8001,                  1.101,                 0.6933,                 1.7774,              0.0032086,              0.0032086,              0.0032086
                    346,                0.61582,                0.36793,                 1.0652,                0.68539,                 0.4138,                 1.0986,                0.88339,                0.98171,                0.97015,                0.67268,                 1.1104,                0.55641,                 1.8185,                 1.1066,                0.75531,                 1.7948,              0.0031888,              0.0031888,              0.0031888
                    347,                  0.594,                 0.3544,                  1.049,                0.66136,                0.37673,                 1.0845,                0.89311,                0.96796,                0.96437,                0.67094,                 1.1109,                  0.558,                 1.8214,                 1.1046,                0.76902,                 1.7937,               0.003169,               0.003169,               0.003169
                    348,                0.60467,                0.36184,                 1.0397,                0.67604,                 0.4151,                 1.0768,                0.90308,                 0.9878,                0.97094,                0.67124,                 1.1179,                0.54314,                 1.8335,                 1.1138,                0.71088,                  1.802,              0.0031492,              0.0031492,              0.0031492
                    349,                 0.5928,                 0.3495,                 1.0421,                0.66388,                0.38645,                 1.0764,                 0.9033,                 0.9939,                0.97439,                0.67974,                 1.1185,                0.51463,                 1.8235,                 1.1153,                 0.6434,                 1.7946,              0.0031294,              0.0031294,              0.0031294
                    350,                0.58701,                0.34856,                  1.041,                0.66475,                0.39231,                 1.0815,                0.89973,                 0.9939,                0.97204,                0.68073,                 1.1215,                0.50357,                 1.8231,                 1.1202,                0.60377,                 1.7921,              0.0031096,              0.0031096,              0.0031096
                    351,                0.61155,                0.35826,                  1.066,                0.68639,                0.39038,                 1.0985,                0.90894,                 0.9878,                0.96746,                0.67712,                 1.1186,                 0.5047,                  1.818,                 1.1178,                0.62488,                 1.7854,              0.0030898,              0.0030898,              0.0030898
                    352,                0.60106,                 0.3608,                 1.0519,                0.68256,                0.41392,                 1.0917,                0.93091,                0.95122,                0.96718,                0.67611,                 1.1134,                 0.5168,                 1.8137,                 1.1161,                0.69218,                 1.7818,                0.00307,                0.00307,                0.00307
                    353,                0.60554,                0.36774,                 1.0558,                0.68229,                 0.4063,                 1.0977,                0.94636,                0.96822,                0.97129,                0.67895,                 1.1145,                0.52262,                 1.8221,                 1.1142,                0.67768,                 1.7935,              0.0030502,              0.0030502,              0.0030502
                    354,                0.59794,                0.36016,                 1.0511,                0.66779,                0.40414,                 1.0886,                0.94117,                0.97558,                0.96252,                0.67044,                 1.1183,                0.52275,                 1.8359,                 1.1164,                0.67841,                 1.7979,              0.0030304,              0.0030304,              0.0030304
                    355,                0.59797,                 0.3557,                 1.0418,                0.66899,                0.38894,                 1.0798,                0.93853,                0.96951,                0.97225,                0.67778,                 1.1188,                 0.5178,                 1.8411,                 1.1188,                0.65719,                 1.8046,              0.0030106,              0.0030106,              0.0030106
                    356,                0.59574,                0.36108,                 1.0477,                0.67178,                0.40326,                 1.0874,                0.91992,                0.98066,                0.96739,                0.67379,                 1.1185,                0.50538,                 1.8368,                 1.1177,                0.63038,                 1.8051,              0.0029908,              0.0029908,              0.0029908
                    357,                0.60216,                0.35436,                 1.0423,                0.66454,                0.37766,                 1.0781,                0.91477,                0.98163,                0.96748,                0.67344,                  1.123,                0.50285,                 1.8474,                  1.122,                0.62631,                  1.816,               0.002971,               0.002971,               0.002971
                    358,                0.58958,                0.34984,                  1.039,                0.65243,                0.38616,                 1.0713,                0.91783,                0.98171,                0.96807,                0.67164,                 1.1219,                0.49959,                 1.8353,                 1.1195,                0.59774,                 1.8076,              0.0029512,              0.0029512,              0.0029512
                    359,                0.59618,                 0.3604,                 1.0434,                0.66671,                0.40568,                 1.0801,                0.89959,                 0.9939,                0.96927,                 0.6717,                  1.121,                0.49118,                 1.8328,                 1.1238,                 0.5793,                  1.816,              0.0029314,              0.0029314,              0.0029314
                    360,                0.59739,                0.35741,                 1.0436,                0.66629,                 0.4129,                 1.0781,                0.93505,                0.97561,                0.97778,                0.67963,                 1.1158,                0.48882,                 1.8228,                 1.1168,                0.55257,                 1.8084,              0.0029116,              0.0029116,              0.0029116
                    361,                0.59577,                0.36205,                  1.057,                0.66248,                0.41812,                 1.0928,                0.92319,                 0.9878,                0.97293,                0.67939,                 1.1132,                0.48978,                 1.8239,                   1.11,                0.55648,                 1.7984,              0.0028918,              0.0028918,              0.0028918
                    362,                0.58073,                 0.3586,                 1.0332,                0.65005,                 0.4112,                 1.0709,                0.92501,                 0.9878,                0.97494,                0.68498,                  1.112,                0.49226,                 1.8176,                 1.1125,                0.57441,                  1.795,               0.002872,               0.002872,               0.002872
                    363,                0.57751,                0.35479,                 1.0293,                0.64579,                0.40402,                 1.0625,                0.93009,                 0.9878,                0.97746,                 0.6866,                  1.109,                0.50648,                 1.8278,                 1.1115,                0.61774,                  1.807,              0.0028522,              0.0028522,              0.0028522
                    364,                0.57726,                0.34816,                 1.0328,                0.63655,                0.39053,                 1.0641,                0.93442,                0.97561,                0.98032,                0.68294,                 1.1132,                 0.5342,                 1.8453,                 1.1112,                0.66623,                 1.8302,              0.0028324,              0.0028324,              0.0028324
